Year,First Name,County,Sex,Count
2013,LENA,NEW YORK,F,10
2013,MILAN,NEW YORK,F,10
2013,CORA,NEW YORK,F,10
2013,GIA,NEW YORK,F,10
2013,MIREL,KINGS,F,15
2013,DAVID,SUFFOLK,M,51
2013,BENJAMIN,SUFFOLK,M,53
2013,GAVIN,SUFFOLK,M,54
2013,AIDEN,SUFFOLK,M,54
2013,ETHAN,SUFFOLK,M,56
2013,MADELINE,KINGS,F,14
2013,ELLIE,KINGS,F,14
2013,ANDREA,KINGS,F,14
2013,MARIAH,KINGS,F,14
2013,CECILIA,KINGS,F,14
2013,TRINITY,KINGS,F,14
2013,LEILANI,KINGS,F,14
2013,HARMONY,KINGS,F,14
2013,SELENA,KINGS,F,14
2013,SABRINA,NEW YORK,F,10
2013,AMANDA,NEW YORK,F,10
2013,LAUREN,NEW YORK,F,10
2013,MICHELLE,NEW YORK,F,10
2013,LONDON,NEW YORK,F,10
2013,MELANIE,NEW YORK,F,10
2013,RACHEL,NEW YORK,F,10
2013,MARGOT,NEW YORK,F,11
2013,BEATRICE,NEW YORK,F,11
2013,NOA,NEW YORK,F,11
2013,HAZEL,NEW YORK,F,11
2013,JACQUELINE,NEW YORK,F,11
2013,DELILAH,NEW YORK,F,11
2013,KIARA,NEW YORK,F,11
2013,ANASTASIA,NEW YORK,F,11
2013,MARY,NEW YORK,F,11
2013,JESSICA,NEW YORK,F,11
2013,LOGAN,SUFFOLK,M,58
2013,JAMES,WESTCHESTER,M,45
2013,ABBY,KINGS,F,14
2013,JENNY,KINGS,F,14
2013,MILANA,KINGS,F,14
2013,ADDISON,KINGS,F,13
2013,ELI,ST LAWRENCE,M,6
2013,LANDON,ST LAWRENCE,M,6
2013,CARSON,ST LAWRENCE,M,6
2013,ALEXANDER,ST LAWRENCE,M,5
2013,SAMUEL,ST LAWRENCE,M,5
2013,ALEXIS,KINGS,F,13
2013,MACKENZIE,KINGS,F,13
2013,ANNABELLE,KINGS,F,13
2013,ADRIANNA,KINGS,F,13
2013,KIARA,KINGS,F,13
2013,KELLY,KINGS,F,13
2013,ALEXIA,KINGS,F,13
2013,KATELYN,KINGS,F,13
2013,LESLIE,KINGS,F,13
2013,JACKSON,ST LAWRENCE,M,5
2013,HENRY,ST LAWRENCE,M,5
2013,ATHENA,KINGS,F,13
2013,HANNA,KINGS,F,13
2013,ANIYAH,KINGS,F,13
2013,CRYSTAL,KINGS,F,13
2013,JULIET,NEW YORK,F,11
2013,VALERIE,NEW YORK,F,11
2013,ELOISE,KINGS,F,13
2013,ALEENA,KINGS,F,13
2013,ELLIE,NEW YORK,F,11
2013,MADELYN,NEW YORK,F,11
2013,AMY,NEW YORK,F,11
2013,MIRIAM,NEW YORK,F,11
2013,ALEXIS,NEW YORK,F,11
2013,SAVANNAH,NEW YORK,F,11
2013,MATILDA,NEW YORK,F,12
2013,NOAH,SUFFOLK,M,60
2013,JUSTIN,SUFFOLK,M,63
2013,CHRISTIAN,SUFFOLK,M,63
2013,LIAM,SUFFOLK,M,70
2013,ADA,KINGS,F,13
2013,JOYCE,KINGS,F,13
2013,SIMONE,KINGS,F,13
2013,JUNE,KINGS,F,13
2013,ADINA,KINGS,F,13
2013,LIV,NEW YORK,F,12
2013,THOMAS,SUFFOLK,M,71
2013,WENDY,KINGS,F,13
2013,OWEN,ST LAWRENCE,M,5
2013,HELENA,NEW YORK,F,12
2013,JOHN,SUFFOLK,M,71
2013,ANDREW,SUFFOLK,M,74
2013,GEORGIA,NEW YORK,F,12
2013,SASHA,NEW YORK,F,12
2013,IRIS,NEW YORK,F,12
2013,LYLA,NEW YORK,F,12
2013,JACK,SUFFOLK,M,74
2013,ANDREW,WESTCHESTER,M,47
2013,CHASE,ST LAWRENCE,M,5
2013,BRAYDEN,ST LAWRENCE,M,5
2013,LINCOLN,ST LAWRENCE,M,5
2013,JASE,ST LAWRENCE,M,5
2013,JAYLA,NEW YORK,F,12
2013,IVY,NEW YORK,F,12
2013,CHELSEA,NEW YORK,F,12
2013,LEILA,NEW YORK,F,12
2013,QUINN,NEW YORK,F,12
2013,NICOLE,NEW YORK,F,12
2013,PEYTON,NEW YORK,F,12
2013,DAPHNE,NEW YORK,F,13
2013,PHOEBE,NEW YORK,F,13
2013,ROSE,NEW YORK,F,13
2013,JOSEPHINE,NEW YORK,F,13
2013,JADE,NEW YORK,F,13
2013,KHLOE,NEW YORK,F,13
2013,MORGAN,NEW YORK,F,13
2013,JASMINE,NEW YORK,F,13
2013,SERENITY,NEW YORK,F,13
2013,SARA,NEW YORK,F,13
2013,KAYLEE,NEW YORK,F,13
2013,AUBREY,NEW YORK,F,13
2013,BRIANNA,NEW YORK,F,13
2013,JANE,NEW YORK,F,14
2013,LOLA,NEW YORK,F,14
2013,MARGARET,NEW YORK,F,14
2013,CECILIA,NEW YORK,F,14
2013,AMBER,NEW YORK,F,14
2013,LIA,NEW YORK,F,14
2013,RUBY,NEW YORK,F,14
2013,SKYLAR,NEW YORK,F,14
2013,GENESIS,NEW YORK,F,14
2013,SKYLAH,KINGS,F,13
2013,WINNIE,KINGS,F,13
